,State_Name,District_Name,Season,Crop
66139,Haryana,BHIWANI,Kharif     ,Moth
66140,Haryana,BHIWANI,Kharif     ,Rice
66141,Haryana,BHIWANI,Kharif     ,Sesamum
66142,Haryana,BHIWANI,Rabi       ,Barley
66143,Haryana,BHIWANI,Rabi       ,Gram
66144,Haryana,BHIWANI,Rabi       ,Peas & beans (Pulses)
66145,Haryana,BHIWANI,Rabi       ,Rapeseed &Mustard
66146,Haryana,BHIWANI,Rabi       ,Wheat
66147,Haryana,BHIWANI,Whole Year ,Dry chillies
66148,Haryana,BHIWANI,Whole Year ,Garlic
66149,Haryana,BHIWANI,Whole Year ,Onion
66150,Haryana,BHIWANI,Whole Year ,Sannhamp
66151,Haryana,BHIWANI,Whole Year ,Sugarcane
66152,Haryana,BHIWANI,Kharif     ,Arhar/Tur
66153,Haryana,BHIWANI,Kharif     ,Bajra
66154,Haryana,BHIWANI,Kharif     ,Castor seed
66155,Haryana,BHIWANI,Kharif     ,Cotton(lint)
66156,Haryana,BHIWANI,Kharif     ,Groundnut
66157,Haryana,BHIWANI,Kharif     ,Jowar
66158,Haryana,BHIWANI,Kharif     ,Maize
66159,Haryana,BHIWANI,Kharif     ,Moong(Green Gram)
66160,Haryana,BHIWANI,Kharif     ,Moth
66161,Haryana,BHIWANI,Kharif     ,Rice
66162,Haryana,BHIWANI,Kharif     ,Sesamum
66163,Haryana,BHIWANI,Rabi       ,Barley
66164,Haryana,BHIWANI,Rabi       ,Gram
66165,Haryana,BHIWANI,Rabi       ,Wheat
66166,Haryana,BHIWANI,Whole Year ,Sugarcane
66167,Haryana,BHIWANI,Kharif     ,Arhar/Tur
66168,Haryana,BHIWANI,Kharif     ,Bajra
66169,Haryana,BHIWANI,Kharif     ,Castor seed
66170,Haryana,BHIWANI,Kharif     ,Cotton(lint)
66171,Haryana,BHIWANI,Kharif     ,Groundnut
66172,Haryana,BHIWANI,Kharif     ,Maize
66173,Haryana,BHIWANI,Kharif     ,Moong(Green Gram)
66174,Haryana,BHIWANI,Kharif     ,Moth
66175,Haryana,BHIWANI,Kharif     ,Other Kharif pulses
66176,Haryana,BHIWANI,Kharif     ,Rice
66177,Haryana,BHIWANI,Kharif     ,Sesamum
66178,Haryana,BHIWANI,Rabi       ,Barley
66179,Haryana,BHIWANI,Rabi       ,Gram
66180,Haryana,BHIWANI,Rabi       ,Masoor
66181,Haryana,BHIWANI,Rabi       ,Rapeseed &Mustard
66182,Haryana,BHIWANI,Rabi       ,Wheat
66183,Haryana,BHIWANI,Whole Year ,Sannhamp
66184,Haryana,BHIWANI,Whole Year ,Sugarcane
66185,Haryana,BHIWANI,Kharif     ,Arhar/Tur
66186,Haryana,BHIWANI,Kharif     ,Bajra
66187,Haryana,BHIWANI,Kharif     ,Castor seed
66188,Haryana,BHIWANI,Kharif     ,Cotton(lint)
66189,Haryana,BHIWANI,Kharif     ,Groundnut
66190,Haryana,BHIWANI,Kharif     ,Maize
66191,Haryana,BHIWANI,Kharif     ,Moong(Green Gram)
66192,Haryana,BHIWANI,Kharif     ,Moth
66193,Haryana,BHIWANI,Kharif     ,Other Kharif pulses
66194,Haryana,BHIWANI,Kharif     ,Rice
66195,Haryana,BHIWANI,Kharif     ,Sannhamp
66196,Haryana,BHIWANI,Kharif     ,Sesamum
66197,Haryana,BHIWANI,Rabi       ,Barley
66198,Haryana,BHIWANI,Rabi       ,Gram
66199,Haryana,BHIWANI,Rabi       ,Rapeseed &Mustard
66200,Haryana,BHIWANI,Rabi       ,Wheat
66201,Haryana,BHIWANI,Whole Year ,Sugarcane
66202,Haryana,BHIWANI,Kharif     ,Arhar/Tur
66203,Haryana,BHIWANI,Kharif     ,Bajra
66204,Haryana,BHIWANI,Kharif     ,Castor seed
66205,Haryana,BHIWANI,Kharif     ,Cotton(lint)
66206,Haryana,BHIWANI,Kharif     ,Groundnut
66207,Haryana,BHIWANI,Kharif     ,Maize
66208,Haryana,BHIWANI,Kharif     ,Moong(Green Gram)
66209,Haryana,BHIWANI,Kharif     ,Moth
66210,Haryana,BHIWANI,Kharif     ,Rice
66211,Haryana,BHIWANI,Kharif     ,Sannhamp
66212,Haryana,BHIWANI,Kharif     ,Sesamum
66213,Haryana,BHIWANI,Rabi       ,Barley
66214,Haryana,BHIWANI,Rabi       ,Gram
66215,Haryana,BHIWANI,Rabi       ,Masoor
66216,Haryana,BHIWANI,Rabi       ,Rapeseed &Mustard
66217,Haryana,BHIWANI,Rabi       ,Wheat
66218,Haryana,BHIWANI,Whole Year ,Dry chillies
66219,Haryana,BHIWANI,Whole Year ,Garlic
66220,Haryana,BHIWANI,Whole Year ,Guar seed
66221,Haryana,BHIWANI,Whole Year ,Sugarcane
66222,Haryana,FARIDABAD,Kharif     ,Bajra
66223,Haryana,FARIDABAD,Kharif     ,Jowar
66224,Haryana,FARIDABAD,Kharif     ,Maize
66225,Haryana,FARIDABAD,Kharif     ,Other Kharif pulses
66226,Haryana,FARIDABAD,Kharif     ,Rice
66227,Haryana,FARIDABAD,Rabi       ,Barley
66228,Haryana,FARIDABAD,Rabi       ,Other  Rabi pulses
66229,Haryana,FARIDABAD,Rabi       ,Wheat
66230,Haryana,FARIDABAD,Whole Year ,Sugarcane
66231,Haryana,FARIDABAD,Kharif     ,Arhar/Tur
66232,Haryana,FARIDABAD,Kharif     ,Bajra
66233,Haryana,FARIDABAD,Kharif     ,Cotton(lint)
66234,Haryana,FARIDABAD,Kharif     ,Jowar
66235,Haryana,FARIDABAD,Kharif     ,Maize
66236,Haryana,FARIDABAD,Kharif     ,Moong(Green Gram)
66237,Haryana,FARIDABAD,Kharif     ,Moth
66238,Haryana,FARIDABAD,Kharif     ,Rice
66239,Haryana,FARIDABAD,Kharif     ,Sesamum
66240,Haryana,FARIDABAD,Kharif     ,Urad
66241,Haryana,FARIDABAD,Rabi       ,Barley
66242,Haryana,FARIDABAD,Rabi       ,Gram
66243,Haryana,FARIDABAD,Rabi       ,Masoor
66244,Haryana,FARIDABAD,Rabi       ,Peas & beans (Pulses)
66245,Haryana,FARIDABAD,Rabi       ,Rapeseed &Mustard
66246,Haryana,FARIDABAD,Rabi       ,Wheat
66247,Haryana,FARIDABAD,Whole Year ,Dry chillies
66248,Haryana,FARIDABAD,Whole Year ,Onion
66249,Haryana,FARIDABAD,Whole Year ,Potato
66250,Haryana,FARIDABAD,Whole Year ,Sugarcane
66251,Haryana,FARIDABAD,Whole Year ,Sweet potato
66252,Haryana,FARIDABAD,Kharif     ,Arhar/Tur
66253,Haryana,FARIDABAD,Kharif     ,Bajra
66254,Haryana,FARIDABAD,Kharif     ,Cotton(lint)
66255,Haryana,FARIDABAD,Kharif     ,Jowar
66256,Haryana,FARIDABAD,Kharif     ,Maize
66257,Haryana,FARIDABAD,Kharif     ,Moong(Green Gram)
66258,Haryana,FARIDABAD,Kharif     ,Rice
66259,Haryana,FARIDABAD,Kharif     ,Sesamum
66260,Haryana,FARIDABAD,Rabi       ,Barley
66261,Haryana,FARIDABAD,Rabi       ,Gram
66262,Haryana,FARIDABAD,Rabi       ,Masoor
66263,Haryana,FARIDABAD,Rabi       ,Peas & beans (Pulses)
66264,Haryana,FARIDABAD,Rabi       ,Rapeseed &Mustard
66265,Haryana,FARIDABAD,Rabi       ,Sunflower
66266,Haryana,FARIDABAD,Rabi       ,Wheat
66267,Haryana,FARIDABAD,Whole Year ,Dry chillies
66268,Haryana,FARIDABAD,Whole Year ,Onion
66269,Haryana,FARIDABAD,Whole Year ,Potato
66270,Haryana,FARIDABAD,Whole Year ,Sugarcane
66271,Haryana,FARIDABAD,Kharif     ,Arhar/Tur
66272,Haryana,FARIDABAD,Kharif     ,Bajra
66273,Haryana,FARIDABAD,Kharif     ,Cotton(lint)
66274,Haryana,FARIDABAD,Kharif     ,Jowar
66275,Haryana,FARIDABAD,Kharif     ,Maize
66276,Haryana,FARIDABAD,Kharif     ,Moong(Green Gram)
66277,Haryana,FARIDABAD,Kharif     ,Other Kharif pulses
66278,Haryana,FARIDABAD,Kharif     ,Rice
66279,Haryana,FARIDABAD,Kharif     ,Sesamum
66280,Haryana,FARIDABAD,Kharif     ,Urad
66281,Haryana,FARIDABAD,Rabi       ,Barley
66282,Haryana,FARIDABAD,Rabi       ,Gram
66283,Haryana,FARIDABAD,Rabi       ,Masoor
66284,Haryana,FARIDABAD,Rabi       ,Peas & beans (Pulses)
66285,Haryana,FARIDABAD,Rabi       ,Rapeseed &Mustard
66286,Haryana,FARIDABAD,Rabi       ,Wheat
66287,Haryana,FARIDABAD,Whole Year ,Dry chillies
66288,Haryana,FARIDABAD,Whole Year ,Garlic
66289,Haryana,FARIDABAD,Whole Year ,Potato
66290,Haryana,FARIDABAD,Whole Year ,Sannhamp
66291,Haryana,FARIDABAD,Whole Year ,Sugarcane
66292,Haryana,FARIDABAD,Whole Year ,Sweet potato
66293,Haryana,FARIDABAD,Kharif     ,Arhar/Tur
66294,Haryana,FARIDABAD,Kharif     ,Bajra
66295,Haryana,FARIDABAD,Kharif     ,Cotton(lint)
66296,Haryana,FARIDABAD,Kharif     ,Jowar
66297,Haryana,FARIDABAD,Kharif     ,Maize
66298,Haryana,FARIDABAD,Kharif     ,Moong(Green Gram)
66299,Haryana,FARIDABAD,Kharif     ,Rice
66300,Haryana,FARIDABAD,Kharif     ,Sesamum
66301,Haryana,FARIDABAD,Kharif     ,Urad
66302,Haryana,FARIDABAD,Rabi       ,Barley
66303,Haryana,FARIDABAD,Rabi       ,Gram
66304,Haryana,FARIDABAD,Rabi       ,Masoor
66305,Haryana,FARIDABAD,Rabi       ,Peas & beans (Pulses)
66306,Haryana,FARIDABAD,Rabi       ,Rapeseed &Mustard
66307,Haryana,FARIDABAD,Rabi       ,Wheat
66308,Haryana,FARIDABAD,Whole Year ,Dry chillies
66309,Haryana,FARIDABAD,Whole Year ,Onion
66310,Haryana,FARIDABAD,Whole Year ,Potato
66311,Haryana,FARIDABAD,Whole Year ,Sannhamp
66312,Haryana,FARIDABAD,Whole Year ,Sugarcane
66313,Haryana,FARIDABAD,Whole Year ,Sweet potato
66314,Haryana,FARIDABAD,Kharif     ,Arhar/Tur
66315,Haryana,FARIDABAD,Kharif     ,Bajra
66316,Haryana,FARIDABAD,Kharif     ,Cotton(lint)
66317,Haryana,FARIDABAD,Kharif     ,Jowar
66318,Haryana,FARIDABAD,Kharif     ,Maize
66319,Haryana,FARIDABAD,Kharif     ,Moong(Green Gram)
66320,Haryana,FARIDABAD,Kharif     ,Rice
66321,Haryana,FARIDABAD,Kharif     ,Urad
66322,Haryana,FARIDABAD,Rabi       ,Barley
66323,Haryana,FARIDABAD,Rabi       ,Gram
66324,Haryana,FARIDABAD,Rabi       ,Masoor
66325,Haryana,FARIDABAD,Rabi       ,Peas & beans (Pulses)
66326,Haryana,FARIDABAD,Rabi       ,Rapeseed &Mustard
66327,Haryana,FARIDABAD,Rabi       ,Wheat
66328,Haryana,FARIDABAD,Whole Year ,Banana
66329,Haryana,FARIDABAD,Whole Year ,Other Fresh Fruits
66330,Haryana,FARIDABAD,Whole Year ,Other Vegetables
66331,Haryana,FARIDABAD,Whole Year ,Potato
66332,Haryana,FARIDABAD,Whole Year ,Sugarcane
66333,Haryana,FARIDABAD,Whole Year ,Sweet potato
66334,Haryana,FARIDABAD,Kharif     ,Arhar/Tur
66335,Haryana,FARIDABAD,Kharif     ,Bajra
66336,Haryana,FARIDABAD,Kharif     ,Cotton(lint)
66337,Haryana,FARIDABAD,Kharif     ,Groundnut
66338,Haryana,FARIDABAD,Kharif     ,Horse-gram
66339,Haryana,FARIDABAD,Kharif     ,Jowar
66340,Haryana,FARIDABAD,Kharif     ,Maize
66341,Haryana,FARIDABAD,Kharif     ,Moong(Green Gram)
66342,Haryana,FARIDABAD,Kharif     ,Rice
66343,Haryana,FARIDABAD,Kharif     ,Sesamum
66344,Haryana,FARIDABAD,Kharif     ,Urad
66345,Haryana,FARIDABAD,Rabi       ,Barley
66346,Haryana,FARIDABAD,Rabi       ,Gram
66347,Haryana,FARIDABAD,Rabi       ,Masoor
66348,Haryana,FARIDABAD,Rabi       ,Peas & beans (Pulses)
66349,Haryana,FARIDABAD,Rabi       ,Rapeseed &Mustard
66350,Haryana,FARIDABAD,Rabi       ,Wheat
66351,Haryana,FARIDABAD,Whole Year ,Banana
66352,Haryana,FARIDABAD,Whole Year ,Other Fresh Fruits
66353,Haryana,FARIDABAD,Whole Year ,Other Vegetables
66354,Haryana,FARIDABAD,Whole Year ,Potato
66355,Haryana,FARIDABAD,Whole Year ,Sugarcane
66356,Haryana,FARIDABAD,Kharif     ,Arhar/Tur
66357,Haryana,FARIDABAD,Kharif     ,Bajra
66358,Haryana,FARIDABAD,Kharif     ,Cotton(lint)
66359,Haryana,FARIDABAD,Kharif     ,Groundnut
66360,Haryana,FARIDABAD,Kharif     ,Jowar
66361,Haryana,FARIDABAD,Kharif     ,Maize
66362,Haryana,FARIDABAD,Kharif     ,Moong(Green Gram)
66363,Haryana,FARIDABAD,Kharif     ,Rice
66364,Haryana,FARIDABAD,Kharif     ,Sesamum
66365,Haryana,FARIDABAD,Kharif     ,Urad
66366,Haryana,FARIDABAD,Rabi       ,Barley
66367,Haryana,FARIDABAD,Rabi       ,Gram
66368,Haryana,FARIDABAD,Rabi       ,Masoor
66369,Haryana,FARIDABAD,Rabi       ,Peas & beans (Pulses)
66370,Haryana,FARIDABAD,Rabi       ,Rapeseed &Mustard
66371,Haryana,FARIDABAD,Rabi       ,Wheat
66372,Haryana,FARIDABAD,Whole Year ,Potato
66373,Haryana,FARIDABAD,Whole Year ,Sugarcane
66374,Haryana,FARIDABAD,Kharif     ,Arhar/Tur
66375,Haryana,FARIDABAD,Kharif     ,Bajra
66376,Haryana,FARIDABAD,Kharif     ,Cotton(lint)
66377,Haryana,FARIDABAD,Kharif     ,Groundnut
66378,Haryana,FARIDABAD,Kharif     ,Horse-gram
66379,Haryana,FARIDABAD,Kharif     ,Jowar
66380,Haryana,FARIDABAD,Kharif     ,Maize
66381,Haryana,FARIDABAD,Kharif     ,Moong(Green Gram)
66382,Haryana,FARIDABAD,Kharif     ,Rice
66383,Haryana,FARIDABAD,Kharif     ,Sesamum
66384,Haryana,FARIDABAD,Kharif     ,Urad
66385,Haryana,FARIDABAD,Rabi       ,Barley
66386,Haryana,FARIDABAD,Rabi       ,Gram
66387,Haryana,FARIDABAD,Rabi       ,Masoor
66388,Haryana,FARIDABAD,Rabi       ,Peas & beans (Pulses)
66389,Haryana,FARIDABAD,Rabi       ,Rapeseed &Mustard
66390,Haryana,FARIDABAD,Rabi       ,Wheat
66391,Haryana,FARIDABAD,Whole Year ,Onion
66392,Haryana,FARIDABAD,Whole Year ,Potato
66393,Haryana,FARIDABAD,Whole Year ,Sugarcane
66394,Haryana,FARIDABAD,Whole Year ,Sweet potato
66395,Haryana,FARIDABAD,Kharif     ,Arhar/Tur
66396,Haryana,FARIDABAD,Kharif     ,Bajra
66397,Haryana,FARIDABAD,Kharif     ,Cotton(lint)
66398,Haryana,FARIDABAD,Kharif     ,Groundnut
66399,Haryana,FARIDABAD,Kharif     ,Horse-gram
66400,Haryana,FARIDABAD,Kharif     ,Jowar
66401,Haryana,FARIDABAD,Kharif     ,Maize
66402,Haryana,FARIDABAD,Kharif     ,Moong(Green Gram)
66403,Haryana,FARIDABAD,Kharif     ,Rice
66404,Haryana,FARIDABAD,Kharif     ,Sesamum
66405,Haryana,FARIDABAD,Kharif     ,Urad
66406,Haryana,FARIDABAD,Rabi       ,Barley
66407,Haryana,FARIDABAD,Rabi       ,Gram
66408,Haryana,FARIDABAD,Rabi       ,Masoor
66409,Haryana,FARIDABAD,Rabi       ,Peas & beans (Pulses)
66410,Haryana,FARIDABAD,Rabi       ,Rapeseed &Mustard
66411,Haryana,FARIDABAD,Rabi       ,Wheat
66412,Haryana,FARIDABAD,Whole Year ,Dry chillies
66413,Haryana,FARIDABAD,Whole Year ,Onion
66414,Haryana,FARIDABAD,Whole Year ,Potato
66415,Haryana,FARIDABAD,Whole Year ,Sugarcane
66416,Haryana,FARIDABAD,Kharif     ,Arhar/Tur
66417,Haryana,FARIDABAD,Kharif     ,Bajra
66418,Haryana,FARIDABAD,Kharif     ,Cotton(lint)
66419,Haryana,FARIDABAD,Kharif     ,Groundnut
66420,Haryana,FARIDABAD,Kharif     ,Jowar
66421,Haryana,FARIDABAD,Kharif     ,Maize
66422,Haryana,FARIDABAD,Kharif     ,Moong(Green Gram)
66423,Haryana,FARIDABAD,Kharif     ,Other Kharif pulses
66424,Haryana,FARIDABAD,Kharif     ,Rice
66425,Haryana,FARIDABAD,Kharif     ,Sesamum
66426,Haryana,FARIDABAD,Kharif     ,Urad
66427,Haryana,FARIDABAD,Rabi       ,Barley
66428,Haryana,FARIDABAD,Rabi       ,Gram
66429,Haryana,FARIDABAD,Rabi       ,Masoor
66430,Haryana,FARIDABAD,Rabi       ,Peas & beans (Pulses)
66431,Haryana,FARIDABAD,Rabi       ,Rapeseed &Mustard
66432,Haryana,FARIDABAD,Rabi       ,Wheat
66433,Haryana,FARIDABAD,Whole Year ,Sugarcane
66434,Haryana,FARIDABAD,Kharif     ,Arhar/Tur
66435,Haryana,FARIDABAD,Kharif     ,Bajra
66436,Haryana,FARIDABAD,Kharif     ,Cotton(lint)
66437,Haryana,FARIDABAD,Kharif     ,Jowar
66438,Haryana,FARIDABAD,Kharif     ,Maize
66439,Haryana,FARIDABAD,Kharif     ,Moong(Green Gram)
66440,Haryana,FARIDABAD,Kharif     ,Rice
66441,Haryana,FARIDABAD,Kharif     ,Sesamum
66442,Haryana,FARIDABAD,Rabi       ,Barley
66443,Haryana,FARIDABAD,Rabi       ,Rapeseed &Mustard
66444,Haryana,FARIDABAD,Rabi       ,Wheat
66445,Haryana,FARIDABAD,Whole Year ,Potato
66446,Haryana,FARIDABAD,Whole Year ,Sugarcane
66447,Haryana,FARIDABAD,Kharif     ,Arhar/Tur
66448,Haryana,FARIDABAD,Kharif     ,Bajra
66449,Haryana,FARIDABAD,Kharif     ,Jowar
66450,Haryana,FARIDABAD,Kharif     ,Moong(Green Gram)
66451,Haryana,FARIDABAD,Kharif     ,Moth
66452,Haryana,FARIDABAD,Kharif     ,Rice
66453,Haryana,FARIDABAD,Kharif     ,Sesamum
66454,Haryana,FARIDABAD,Rabi       ,Barley
66455,Haryana,FARIDABAD,Rabi       ,Wheat
66456,Haryana,FARIDABAD,Whole Year ,Potato
66457,Haryana,FARIDABAD,Whole Year ,Sugarcane
66458,Haryana,FARIDABAD,Kharif     ,Bajra
66459,Haryana,FARIDABAD,Kharif     ,Cotton(lint)
66460,Haryana,FARIDABAD,Kharif     ,Groundnut
66461,Haryana,FARIDABAD,Kharif     ,Jowar
66462,Haryana,FARIDABAD,Kharif     ,Maize
66463,Haryana,FARIDABAD,Kharif     ,Moong(Green Gram)
66464,Haryana,FARIDABAD,Kharif     ,Other Kharif pulses
66465,Haryana,FARIDABAD,Kharif     ,Rice
66466,Haryana,FARIDABAD,Kharif     ,Sesamum
66467,Haryana,FARIDABAD,Kharif     ,Urad
66468,Haryana,FARIDABAD,Rabi       ,Barley
66469,Haryana,FARIDABAD,Rabi       ,Gram
66470,Haryana,FARIDABAD,Rabi       ,Rapeseed &Mustard
66471,Haryana,FARIDABAD,Rabi       ,Wheat
66472,Haryana,FARIDABAD,Whole Year ,Sugarcane
66473,Haryana,FARIDABAD,Whole Year ,Sweet potato
66474,Haryana,FARIDABAD,Kharif     ,Arhar/Tur
66475,Haryana,FARIDABAD,Kharif     ,Bajra
66476,Haryana,FARIDABAD,Kharif     ,Cotton(lint)
66477,Haryana,FARIDABAD,Kharif     ,Jowar
66478,Haryana,FARIDABAD,Kharif     ,Maize
66479,Haryana,FARIDABAD,Kharif     ,Moong(Green Gram)
66480,Haryana,FARIDABAD,Kharif     ,Rice
66481,Haryana,FARIDABAD,Kharif     ,Sesamum
66482,Haryana,FARIDABAD,Kharif     ,Urad
66483,Haryana,FARIDABAD,Rabi       ,Peas & beans (Pulses)
66484,Haryana,FARIDABAD,Rabi       ,Rapeseed &Mustard
66485,Haryana,FARIDABAD,Rabi       ,Wheat
66486,Haryana,FARIDABAD,Whole Year ,Sugarcane
66487,Haryana,FARIDABAD,Kharif     ,Arhar/Tur
66488,Haryana,FARIDABAD,Kharif     ,Bajra
66489,Haryana,FARIDABAD,Kharif     ,Cotton(lint)
66490,Haryana,FARIDABAD,Kharif     ,Jowar
66491,Haryana,FARIDABAD,Kharif     ,Rice
66492,Haryana,FARIDABAD,Kharif     ,Sesamum
66493,Haryana,FARIDABAD,Kharif     ,Urad
66494,Haryana,FARIDABAD,Rabi       ,Barley
66495,Haryana,FARIDABAD,Rabi       ,Gram
66496,Haryana,FARIDABAD,Rabi       ,Rapeseed &Mustard
66497,Haryana,FARIDABAD,Rabi       ,Wheat
66498,Haryana,FARIDABAD,Whole Year ,Sugarcane
66499,Haryana,FATEHABAD,Kharif     ,Bajra
66500,Haryana,FATEHABAD,Kharif     ,Other Kharif pulses
66501,Haryana,FATEHABAD,Kharif     ,Rice
66502,Haryana,FATEHABAD,Rabi       ,Barley
66503,Haryana,FATEHABAD,Rabi       ,Gram
66504,Haryana,FATEHABAD,Rabi       ,Wheat
66505,Haryana,FATEHABAD,Whole Year ,Cotton(lint)
66506,Haryana,FATEHABAD,Whole Year ,Sugarcane
66507,Haryana,FATEHABAD,Kharif     ,Arhar/Tur
66508,Haryana,FATEHABAD,Kharif     ,Bajra
66509,Haryana,FATEHABAD,Kharif     ,Cotton(lint)
66510,Haryana,FATEHABAD,Kharif     ,Groundnut
66511,Haryana,FATEHABAD,Kharif     ,Maize
66512,Haryana,FATEHABAD,Kharif     ,Moong(Green Gram)
66513,Haryana,FATEHABAD,Kharif     ,Moth
66514,Haryana,FATEHABAD,Kharif     ,Rice
66515,Haryana,FATEHABAD,Kharif     ,Sesamum
66516,Haryana,FATEHABAD,Rabi       ,Barley
66517,Haryana,FATEHABAD,Rabi       ,Gram
66518,Haryana,FATEHABAD,Rabi       ,Masoor
66519,Haryana,FATEHABAD,Rabi       ,Rapeseed &Mustard
66520,Haryana,FATEHABAD,Rabi       ,Sunflower
66521,Haryana,FATEHABAD,Rabi       ,Wheat
66522,Haryana,FATEHABAD,Whole Year ,Dry chillies
66523,Haryana,FATEHABAD,Whole Year ,Potato
66524,Haryana,FATEHABAD,Whole Year ,Sugarcane
66525,Haryana,FATEHABAD,Kharif     ,Arhar/Tur
66526,Haryana,FATEHABAD,Kharif     ,Bajra
66527,Haryana,FATEHABAD,Kharif     ,Cotton(lint)
66528,Haryana,FATEHABAD,Kharif     ,Groundnut
66529,Haryana,FATEHABAD,Kharif     ,Maize
66530,Haryana,FATEHABAD,Kharif     ,Moong(Green Gram)
66531,Haryana,FATEHABAD,Kharif     ,Rice
66532,Haryana,FATEHABAD,Kharif     ,Sesamum
66533,Haryana,FATEHABAD,Kharif     ,Urad
66534,Haryana,FATEHABAD,Rabi       ,Barley
66535,Haryana,FATEHABAD,Rabi       ,Gram
66536,Haryana,FATEHABAD,Rabi       ,Masoor
66537,Haryana,FATEHABAD,Rabi       ,Peas & beans (Pulses)
66538,Haryana,FATEHABAD,Rabi       ,Rapeseed &Mustard
66539,Haryana,FATEHABAD,Rabi       ,Sunflower
66540,Haryana,FATEHABAD,Rabi       ,Wheat
66541,Haryana,FATEHABAD,Whole Year ,Dry chillies
66542,Haryana,FATEHABAD,Whole Year ,Onion
66543,Haryana,FATEHABAD,Whole Year ,Potato
66544,Haryana,FATEHABAD,Whole Year ,Sugarcane
66545,Haryana,FATEHABAD,Kharif     ,Arhar/Tur
66546,Haryana,FATEHABAD,Kharif     ,Bajra
66547,Haryana,FATEHABAD,Kharif     ,Cotton(lint)
66548,Haryana,FATEHABAD,Kharif     ,Groundnut
66549,Haryana,FATEHABAD,Kharif     ,Maize
66550,Haryana,FATEHABAD,Kharif     ,Moong(Green Gram)
66551,Haryana,FATEHABAD,Kharif     ,Moth
66552,Haryana,FATEHABAD,Kharif     ,Rice
66553,Haryana,FATEHABAD,Kharif     ,Sesamum
66554,Haryana,FATEHABAD,Kharif     ,Urad
66555,Haryana,FATEHABAD,Rabi       ,Barley
66556,Haryana,FATEHABAD,Rabi       ,Gram
66557,Haryana,FATEHABAD,Rabi       ,Masoor
66558,Haryana,FATEHABAD,Rabi       ,Peas & beans (Pulses)
66559,Haryana,FATEHABAD,Rabi       ,Rapeseed &Mustard
66560,Haryana,FATEHABAD,Rabi       ,Wheat
66561,Haryana,FATEHABAD,Whole Year ,Dry chillies
66562,Haryana,FATEHABAD,Whole Year ,Onion
66563,Haryana,FATEHABAD,Whole Year ,Potato
66564,Haryana,FATEHABAD,Whole Year ,Sannhamp
66565,Haryana,FATEHABAD,Whole Year ,Sugarcane
66566,Haryana,FATEHABAD,Kharif     ,Bajra
66567,Haryana,FATEHABAD,Kharif     ,Cotton(lint)
66568,Haryana,FATEHABAD,Kharif     ,Maize
66569,Haryana,FATEHABAD,Kharif     ,Moong(Green Gram)
66570,Haryana,FATEHABAD,Kharif     ,Moth
66571,Haryana,FATEHABAD,Kharif     ,Rice
66572,Haryana,FATEHABAD,Kharif     ,Sesamum
66573,Haryana,FATEHABAD,Rabi       ,Barley
66574,Haryana,FATEHABAD,Rabi       ,Gram
66575,Haryana,FATEHABAD,Rabi       ,Masoor
66576,Haryana,FATEHABAD,Rabi       ,Peas & beans (Pulses)
66577,Haryana,FATEHABAD,Rabi       ,Rapeseed &Mustard
66578,Haryana,FATEHABAD,Rabi       ,Wheat
66579,Haryana,FATEHABAD,Whole Year ,Dry chillies
66580,Haryana,FATEHABAD,Whole Year ,Onion
66581,Haryana,FATEHABAD,Whole Year ,Potato
66582,Haryana,FATEHABAD,Whole Year ,Sugarcane
66583,Haryana,FATEHABAD,Kharif     ,Bajra
66584,Haryana,FATEHABAD,Kharif     ,Cotton(lint)
66585,Haryana,FATEHABAD,Kharif     ,Maize
66586,Haryana,FATEHABAD,Kharif     ,Moong(Green Gram)
66587,Haryana,FATEHABAD,Kharif     ,Moth
66588,Haryana,FATEHABAD,Kharif     ,Rice
66589,Haryana,FATEHABAD,Kharif     ,Sesamum
66590,Haryana,FATEHABAD,Rabi       ,Barley
66591,Haryana,FATEHABAD,Rabi       ,Gram
66592,Haryana,FATEHABAD,Rabi       ,Masoor
66593,Haryana,FATEHABAD,Rabi       ,Peas & beans (Pulses)
66594,Haryana,FATEHABAD,Rabi       ,Rapeseed &Mustard
66595,Haryana,FATEHABAD,Rabi       ,Wheat
66596,Haryana,FATEHABAD,Whole Year ,Grapes
66597,Haryana,FATEHABAD,Whole Year ,Onion
66598,Haryana,FATEHABAD,Whole Year ,Other Fresh Fruits
66599,Haryana,FATEHABAD,Whole Year ,Other Vegetables
66600,Haryana,FATEHABAD,Whole Year ,Potato
66601,Haryana,FATEHABAD,Whole Year ,Sugarcane
66602,Haryana,FATEHABAD,Kharif     ,Arhar/Tur
66603,Haryana,FATEHABAD,Kharif     ,Bajra
66604,Haryana,FATEHABAD,Kharif     ,Cotton(lint)
66605,Haryana,FATEHABAD,Kharif     ,Groundnut
66606,Haryana,FATEHABAD,Kharif     ,Maize
66607,Haryana,FATEHABAD,Kharif     ,Moong(Green Gram)
66608,Haryana,FATEHABAD,Kharif     ,Moth
66609,Haryana,FATEHABAD,Kharif     ,Rice
66610,Haryana,FATEHABAD,Kharif     ,Sesamum
66611,Haryana,FATEHABAD,Rabi       ,Barley
66612,Haryana,FATEHABAD,Rabi       ,Gram
66613,Haryana,FATEHABAD,Rabi       ,Masoor
66614,Haryana,FATEHABAD,Rabi       ,Peas & beans (Pulses)
66615,Haryana,FATEHABAD,Rabi       ,Rapeseed &Mustard
