,State_Name,District_Name,Season,Crop
66616,Haryana,FATEHABAD,Rabi       ,Wheat
66617,Haryana,FATEHABAD,Whole Year ,Dry chillies
66618,Haryana,FATEHABAD,Whole Year ,Grapes
66619,Haryana,FATEHABAD,Whole Year ,Other Fresh Fruits
66620,Haryana,FATEHABAD,Whole Year ,Other Vegetables
66621,Haryana,FATEHABAD,Whole Year ,Potato
66622,Haryana,FATEHABAD,Whole Year ,Sugarcane
66623,Haryana,FATEHABAD,Kharif     ,Arhar/Tur
66624,Haryana,FATEHABAD,Kharif     ,Bajra
66625,Haryana,FATEHABAD,Kharif     ,Cotton(lint)
66626,Haryana,FATEHABAD,Kharif     ,Groundnut
66627,Haryana,FATEHABAD,Kharif     ,Maize
66628,Haryana,FATEHABAD,Kharif     ,Moong(Green Gram)
66629,Haryana,FATEHABAD,Kharif     ,Moth
66630,Haryana,FATEHABAD,Kharif     ,Rice
66631,Haryana,FATEHABAD,Kharif     ,Sesamum
66632,Haryana,FATEHABAD,Rabi       ,Barley
66633,Haryana,FATEHABAD,Rabi       ,Gram
66634,Haryana,FATEHABAD,Rabi       ,Masoor
66635,Haryana,FATEHABAD,Rabi       ,Peas & beans (Pulses)
66636,Haryana,FATEHABAD,Rabi       ,Rapeseed &Mustard
66637,Haryana,FATEHABAD,Rabi       ,Wheat
66638,Haryana,FATEHABAD,Whole Year ,Dry chillies
66639,Haryana,FATEHABAD,Whole Year ,Onion
66640,Haryana,FATEHABAD,Whole Year ,Potato
66641,Haryana,FATEHABAD,Whole Year ,Sugarcane
66642,Haryana,FATEHABAD,Kharif     ,Arhar/Tur
66643,Haryana,FATEHABAD,Kharif     ,Bajra
66644,Haryana,FATEHABAD,Kharif     ,Cotton(lint)
66645,Haryana,FATEHABAD,Kharif     ,Groundnut
66646,Haryana,FATEHABAD,Kharif     ,Maize
66647,Haryana,FATEHABAD,Kharif     ,Moong(Green Gram)
66648,Haryana,FATEHABAD,Kharif     ,Moth
66649,Haryana,FATEHABAD,Kharif     ,Rice
66650,Haryana,FATEHABAD,Kharif     ,Sesamum
66651,Haryana,FATEHABAD,Rabi       ,Barley
66652,Haryana,FATEHABAD,Rabi       ,Gram
66653,Haryana,FATEHABAD,Rabi       ,Masoor
66654,Haryana,FATEHABAD,Rabi       ,Peas & beans (Pulses)
66655,Haryana,FATEHABAD,Rabi       ,Rapeseed &Mustard
66656,Haryana,FATEHABAD,Rabi       ,Wheat
66657,Haryana,FATEHABAD,Whole Year ,Dry chillies
66658,Haryana,FATEHABAD,Whole Year ,Potato
66659,Haryana,FATEHABAD,Whole Year ,Sannhamp
66660,Haryana,FATEHABAD,Whole Year ,Sugarcane
66661,Haryana,FATEHABAD,Kharif     ,Arhar/Tur
66662,Haryana,FATEHABAD,Kharif     ,Bajra
66663,Haryana,FATEHABAD,Kharif     ,Castor seed
66664,Haryana,FATEHABAD,Kharif     ,Cotton(lint)
66665,Haryana,FATEHABAD,Kharif     ,Groundnut
66666,Haryana,FATEHABAD,Kharif     ,Maize
66667,Haryana,FATEHABAD,Kharif     ,Moong(Green Gram)
66668,Haryana,FATEHABAD,Kharif     ,Moth
66669,Haryana,FATEHABAD,Kharif     ,Rice
66670,Haryana,FATEHABAD,Kharif     ,Sesamum
66671,Haryana,FATEHABAD,Kharif     ,Urad
66672,Haryana,FATEHABAD,Rabi       ,Barley
66673,Haryana,FATEHABAD,Rabi       ,Gram
66674,Haryana,FATEHABAD,Rabi       ,Masoor
66675,Haryana,FATEHABAD,Rabi       ,Peas & beans (Pulses)
66676,Haryana,FATEHABAD,Rabi       ,Rapeseed &Mustard
66677,Haryana,FATEHABAD,Rabi       ,Wheat
66678,Haryana,FATEHABAD,Whole Year ,Dry chillies
66679,Haryana,FATEHABAD,Whole Year ,Garlic
66680,Haryana,FATEHABAD,Whole Year ,Onion
66681,Haryana,FATEHABAD,Whole Year ,Potato
66682,Haryana,FATEHABAD,Whole Year ,Sugarcane
66683,Haryana,FATEHABAD,Kharif     ,Arhar/Tur
66684,Haryana,FATEHABAD,Kharif     ,Bajra
66685,Haryana,FATEHABAD,Kharif     ,Castor seed
66686,Haryana,FATEHABAD,Kharif     ,Cotton(lint)
66687,Haryana,FATEHABAD,Kharif     ,Groundnut
66688,Haryana,FATEHABAD,Kharif     ,Moong(Green Gram)
66689,Haryana,FATEHABAD,Kharif     ,Moth
66690,Haryana,FATEHABAD,Kharif     ,Rice
66691,Haryana,FATEHABAD,Kharif     ,Sesamum
66692,Haryana,FATEHABAD,Rabi       ,Barley
66693,Haryana,FATEHABAD,Rabi       ,Gram
66694,Haryana,FATEHABAD,Rabi       ,Peas & beans (Pulses)
66695,Haryana,FATEHABAD,Rabi       ,Rapeseed &Mustard
66696,Haryana,FATEHABAD,Rabi       ,Wheat
66697,Haryana,FATEHABAD,Whole Year ,Dry chillies
66698,Haryana,FATEHABAD,Whole Year ,Garlic
66699,Haryana,FATEHABAD,Whole Year ,Potato
66700,Haryana,FATEHABAD,Whole Year ,Sugarcane
66701,Haryana,FATEHABAD,Kharif     ,Arhar/Tur
66702,Haryana,FATEHABAD,Kharif     ,Bajra
66703,Haryana,FATEHABAD,Kharif     ,Castor seed
66704,Haryana,FATEHABAD,Kharif     ,Cotton(lint)
66705,Haryana,FATEHABAD,Kharif     ,Groundnut
66706,Haryana,FATEHABAD,Kharif     ,Maize
66707,Haryana,FATEHABAD,Kharif     ,Moong(Green Gram)
66708,Haryana,FATEHABAD,Kharif     ,Moth
66709,Haryana,FATEHABAD,Kharif     ,Rice
66710,Haryana,FATEHABAD,Kharif     ,Sesamum
66711,Haryana,FATEHABAD,Rabi       ,Barley
66712,Haryana,FATEHABAD,Rabi       ,Gram
66713,Haryana,FATEHABAD,Rabi       ,Masoor
66714,Haryana,FATEHABAD,Rabi       ,Peas & beans (Pulses)
66715,Haryana,FATEHABAD,Rabi       ,Rapeseed &Mustard
66716,Haryana,FATEHABAD,Rabi       ,Wheat
66717,Haryana,FATEHABAD,Whole Year ,Dry chillies
66718,Haryana,FATEHABAD,Whole Year ,Garlic
66719,Haryana,FATEHABAD,Whole Year ,Potato
66720,Haryana,FATEHABAD,Whole Year ,Sugarcane
66721,Haryana,FATEHABAD,Kharif     ,Bajra
66722,Haryana,FATEHABAD,Kharif     ,Castor seed
66723,Haryana,FATEHABAD,Kharif     ,Cotton(lint)
66724,Haryana,FATEHABAD,Kharif     ,Groundnut
66725,Haryana,FATEHABAD,Kharif     ,Maize
66726,Haryana,FATEHABAD,Kharif     ,Moong(Green Gram)
66727,Haryana,FATEHABAD,Kharif     ,Moth
66728,Haryana,FATEHABAD,Kharif     ,Rice
66729,Haryana,FATEHABAD,Kharif     ,Sesamum
66730,Haryana,FATEHABAD,Rabi       ,Barley
66731,Haryana,FATEHABAD,Rabi       ,Gram
66732,Haryana,FATEHABAD,Rabi       ,Peas & beans (Pulses)
66733,Haryana,FATEHABAD,Rabi       ,Wheat
66734,Haryana,FATEHABAD,Whole Year ,Dry chillies
66735,Haryana,FATEHABAD,Whole Year ,Garlic
66736,Haryana,FATEHABAD,Whole Year ,Potato
66737,Haryana,FATEHABAD,Whole Year ,Sugarcane
66738,Haryana,FATEHABAD,Kharif     ,Arhar/Tur
66739,Haryana,FATEHABAD,Kharif     ,Bajra
66740,Haryana,FATEHABAD,Kharif     ,Castor seed
66741,Haryana,FATEHABAD,Kharif     ,Cotton(lint)
66742,Haryana,FATEHABAD,Kharif     ,Groundnut
66743,Haryana,FATEHABAD,Kharif     ,Maize
66744,Haryana,FATEHABAD,Kharif     ,Moong(Green Gram)
66745,Haryana,FATEHABAD,Kharif     ,Moth
66746,Haryana,FATEHABAD,Kharif     ,Rice
66747,Haryana,FATEHABAD,Kharif     ,Sesamum
66748,Haryana,FATEHABAD,Kharif     ,Sunflower
66749,Haryana,FATEHABAD,Rabi       ,Barley
66750,Haryana,FATEHABAD,Rabi       ,Gram
66751,Haryana,FATEHABAD,Rabi       ,Masoor
66752,Haryana,FATEHABAD,Rabi       ,Peas & beans (Pulses)
66753,Haryana,FATEHABAD,Rabi       ,Rapeseed &Mustard
66754,Haryana,FATEHABAD,Rabi       ,Wheat
66755,Haryana,FATEHABAD,Whole Year ,Dry chillies
66756,Haryana,FATEHABAD,Whole Year ,Garlic
66757,Haryana,FATEHABAD,Whole Year ,Onion
66758,Haryana,FATEHABAD,Whole Year ,Potato
66759,Haryana,FATEHABAD,Whole Year ,Sugarcane
66760,Haryana,FATEHABAD,Kharif     ,Arhar/Tur
66761,Haryana,FATEHABAD,Kharif     ,Bajra
66762,Haryana,FATEHABAD,Kharif     ,Castor seed
66763,Haryana,FATEHABAD,Kharif     ,Cotton(lint)
66764,Haryana,FATEHABAD,Kharif     ,Groundnut
66765,Haryana,FATEHABAD,Kharif     ,Maize
66766,Haryana,FATEHABAD,Kharif     ,Moong(Green Gram)
66767,Haryana,FATEHABAD,Kharif     ,Moth
66768,Haryana,FATEHABAD,Kharif     ,Rice
66769,Haryana,FATEHABAD,Kharif     ,Sesamum
66770,Haryana,FATEHABAD,Rabi       ,Barley
66771,Haryana,FATEHABAD,Rabi       ,Gram
66772,Haryana,FATEHABAD,Rabi       ,Masoor
66773,Haryana,FATEHABAD,Rabi       ,Peas & beans (Pulses)
66774,Haryana,FATEHABAD,Rabi       ,Rapeseed &Mustard
66775,Haryana,FATEHABAD,Rabi       ,Wheat
66776,Haryana,FATEHABAD,Whole Year ,Garlic
66777,Haryana,FATEHABAD,Whole Year ,Onion
66778,Haryana,FATEHABAD,Whole Year ,Potato
66779,Haryana,FATEHABAD,Whole Year ,Sugarcane
66780,Haryana,FATEHABAD,Kharif     ,Arhar/Tur
66781,Haryana,FATEHABAD,Kharif     ,Bajra
66782,Haryana,FATEHABAD,Kharif     ,Castor seed
66783,Haryana,FATEHABAD,Kharif     ,Cotton(lint)
66784,Haryana,FATEHABAD,Kharif     ,Groundnut
66785,Haryana,FATEHABAD,Kharif     ,Maize
66786,Haryana,FATEHABAD,Kharif     ,Moong(Green Gram)
66787,Haryana,FATEHABAD,Kharif     ,Moth
66788,Haryana,FATEHABAD,Kharif     ,Rice
66789,Haryana,FATEHABAD,Kharif     ,Sesamum
66790,Haryana,FATEHABAD,Rabi       ,Barley
66791,Haryana,FATEHABAD,Rabi       ,Gram
66792,Haryana,FATEHABAD,Rabi       ,Peas & beans (Pulses)
66793,Haryana,FATEHABAD,Rabi       ,Rapeseed &Mustard
66794,Haryana,FATEHABAD,Rabi       ,Wheat
66795,Haryana,FATEHABAD,Whole Year ,Dry chillies
66796,Haryana,FATEHABAD,Whole Year ,Garlic
66797,Haryana,FATEHABAD,Whole Year ,Guar seed
66798,Haryana,FATEHABAD,Whole Year ,Onion
66799,Haryana,FATEHABAD,Whole Year ,Potato
66800,Haryana,FATEHABAD,Whole Year ,Sugarcane
66801,Haryana,GURGAON,Kharif     ,Bajra
66802,Haryana,GURGAON,Kharif     ,Jowar
66803,Haryana,GURGAON,Kharif     ,Other Kharif pulses
66804,Haryana,GURGAON,Kharif     ,Rice
66805,Haryana,GURGAON,Rabi       ,Barley
66806,Haryana,GURGAON,Rabi       ,Gram
66807,Haryana,GURGAON,Rabi       ,Other  Rabi pulses
66808,Haryana,GURGAON,Rabi       ,Wheat
66809,Haryana,GURGAON,Whole Year ,Sugarcane
66810,Haryana,GURGAON,Kharif     ,Arhar/Tur
66811,Haryana,GURGAON,Kharif     ,Bajra
66812,Haryana,GURGAON,Kharif     ,Cotton(lint)
66813,Haryana,GURGAON,Kharif     ,Groundnut
66814,Haryana,GURGAON,Kharif     ,Jowar
66815,Haryana,GURGAON,Kharif     ,Maize
66816,Haryana,GURGAON,Kharif     ,Moong(Green Gram)
66817,Haryana,GURGAON,Kharif     ,Rice
66818,Haryana,GURGAON,Kharif     ,Sesamum
66819,Haryana,GURGAON,Rabi       ,Barley
66820,Haryana,GURGAON,Rabi       ,Gram
66821,Haryana,GURGAON,Rabi       ,Masoor
66822,Haryana,GURGAON,Rabi       ,Peas & beans (Pulses)
66823,Haryana,GURGAON,Rabi       ,Rapeseed &Mustard
66824,Haryana,GURGAON,Rabi       ,Wheat
66825,Haryana,GURGAON,Whole Year ,Dry chillies
66826,Haryana,GURGAON,Whole Year ,Onion
66827,Haryana,GURGAON,Whole Year ,Potato
66828,Haryana,GURGAON,Whole Year ,Sugarcane
66829,Haryana,GURGAON,Kharif     ,Arhar/Tur
66830,Haryana,GURGAON,Kharif     ,Bajra
66831,Haryana,GURGAON,Kharif     ,Cotton(lint)
66832,Haryana,GURGAON,Kharif     ,Groundnut
66833,Haryana,GURGAON,Kharif     ,Jowar
66834,Haryana,GURGAON,Kharif     ,Maize
66835,Haryana,GURGAON,Kharif     ,Moong(Green Gram)
66836,Haryana,GURGAON,Kharif     ,Rice
66837,Haryana,GURGAON,Kharif     ,Sesamum
66838,Haryana,GURGAON,Rabi       ,Barley
66839,Haryana,GURGAON,Rabi       ,Gram
66840,Haryana,GURGAON,Rabi       ,Masoor
66841,Haryana,GURGAON,Rabi       ,Peas & beans (Pulses)
66842,Haryana,GURGAON,Rabi       ,Rapeseed &Mustard
66843,Haryana,GURGAON,Rabi       ,Wheat
66844,Haryana,GURGAON,Whole Year ,Dry chillies
66845,Haryana,GURGAON,Whole Year ,Onion
66846,Haryana,GURGAON,Whole Year ,Potato
66847,Haryana,GURGAON,Whole Year ,Sugarcane
66848,Haryana,GURGAON,Kharif     ,Arhar/Tur
66849,Haryana,GURGAON,Kharif     ,Bajra
66850,Haryana,GURGAON,Kharif     ,Cotton(lint)
66851,Haryana,GURGAON,Kharif     ,Groundnut
66852,Haryana,GURGAON,Kharif     ,Jowar
66853,Haryana,GURGAON,Kharif     ,Maize
66854,Haryana,GURGAON,Kharif     ,Moong(Green Gram)
66855,Haryana,GURGAON,Kharif     ,Rice
66856,Haryana,GURGAON,Kharif     ,Sesamum
66857,Haryana,GURGAON,Kharif     ,Urad
66858,Haryana,GURGAON,Rabi       ,Barley
66859,Haryana,GURGAON,Rabi       ,Gram
66860,Haryana,GURGAON,Rabi       ,Masoor
66861,Haryana,GURGAON,Rabi       ,Peas & beans (Pulses)
66862,Haryana,GURGAON,Rabi       ,Rapeseed &Mustard
66863,Haryana,GURGAON,Rabi       ,Wheat
66864,Haryana,GURGAON,Whole Year ,Dry chillies
66865,Haryana,GURGAON,Whole Year ,Onion
66866,Haryana,GURGAON,Whole Year ,Potato
66867,Haryana,GURGAON,Whole Year ,Sannhamp
66868,Haryana,GURGAON,Whole Year ,Sugarcane
66869,Haryana,GURGAON,Kharif     ,Arhar/Tur
66870,Haryana,GURGAON,Kharif     ,Bajra
66871,Haryana,GURGAON,Kharif     ,Cotton(lint)
66872,Haryana,GURGAON,Kharif     ,Groundnut
66873,Haryana,GURGAON,Kharif     ,Jowar
66874,Haryana,GURGAON,Kharif     ,Maize
66875,Haryana,GURGAON,Kharif     ,Moong(Green Gram)
66876,Haryana,GURGAON,Kharif     ,Moth
66877,Haryana,GURGAON,Kharif     ,Rice
66878,Haryana,GURGAON,Kharif     ,Sesamum
66879,Haryana,GURGAON,Kharif     ,Urad
66880,Haryana,GURGAON,Rabi       ,Barley
66881,Haryana,GURGAON,Rabi       ,Gram
66882,Haryana,GURGAON,Rabi       ,Masoor
66883,Haryana,GURGAON,Rabi       ,Rapeseed &Mustard
66884,Haryana,GURGAON,Rabi       ,Wheat
66885,Haryana,GURGAON,Whole Year ,Dry chillies
66886,Haryana,GURGAON,Whole Year ,Onion
66887,Haryana,GURGAON,Whole Year ,Potato
66888,Haryana,GURGAON,Whole Year ,Sannhamp
66889,Haryana,GURGAON,Whole Year ,Sugarcane
66890,Haryana,GURGAON,Whole Year ,Sweet potato
66891,Haryana,GURGAON,Kharif     ,Arhar/Tur
66892,Haryana,GURGAON,Kharif     ,Bajra
66893,Haryana,GURGAON,Kharif     ,Cotton(lint)
66894,Haryana,GURGAON,Kharif     ,Groundnut
66895,Haryana,GURGAON,Kharif     ,Jowar
66896,Haryana,GURGAON,Kharif     ,Maize
66897,Haryana,GURGAON,Kharif     ,Moong(Green Gram)
66898,Haryana,GURGAON,Kharif     ,Rice
66899,Haryana,GURGAON,Kharif     ,Sesamum
66900,Haryana,GURGAON,Kharif     ,Urad
66901,Haryana,GURGAON,Rabi       ,Barley
66902,Haryana,GURGAON,Rabi       ,Gram
66903,Haryana,GURGAON,Rabi       ,Masoor
66904,Haryana,GURGAON,Rabi       ,Rapeseed &Mustard
66905,Haryana,GURGAON,Rabi       ,Wheat
66906,Haryana,GURGAON,Whole Year ,Onion
66907,Haryana,GURGAON,Whole Year ,Other Fresh Fruits
66908,Haryana,GURGAON,Whole Year ,Other Vegetables
66909,Haryana,GURGAON,Whole Year ,Potato
66910,Haryana,GURGAON,Whole Year ,Sannhamp
66911,Haryana,GURGAON,Whole Year ,Sugarcane
66912,Haryana,GURGAON,Whole Year ,Sweet potato
66913,Haryana,GURGAON,Kharif     ,Arhar/Tur
66914,Haryana,GURGAON,Kharif     ,Bajra
66915,Haryana,GURGAON,Kharif     ,Cotton(lint)
66916,Haryana,GURGAON,Kharif     ,Groundnut
66917,Haryana,GURGAON,Kharif     ,Jowar
66918,Haryana,GURGAON,Kharif     ,Maize
66919,Haryana,GURGAON,Kharif     ,Moong(Green Gram)
66920,Haryana,GURGAON,Kharif     ,Rice
66921,Haryana,GURGAON,Kharif     ,Sesamum
66922,Haryana,GURGAON,Kharif     ,Urad
66923,Haryana,GURGAON,Rabi       ,Barley
66924,Haryana,GURGAON,Rabi       ,Gram
66925,Haryana,GURGAON,Rabi       ,Masoor
66926,Haryana,GURGAON,Rabi       ,Rapeseed &Mustard
66927,Haryana,GURGAON,Rabi       ,Wheat
66928,Haryana,GURGAON,Whole Year ,Dry chillies
66929,Haryana,GURGAON,Whole Year ,Onion
66930,Haryana,GURGAON,Whole Year ,Other Fresh Fruits
66931,Haryana,GURGAON,Whole Year ,Other Vegetables
66932,Haryana,GURGAON,Whole Year ,Sugarcane
66933,Haryana,GURGAON,Whole Year ,Sweet potato
66934,Haryana,GURGAON,Kharif     ,Arhar/Tur
66935,Haryana,GURGAON,Kharif     ,Bajra
66936,Haryana,GURGAON,Kharif     ,Cotton(lint)
66937,Haryana,GURGAON,Kharif     ,Groundnut
66938,Haryana,GURGAON,Kharif     ,Jowar
66939,Haryana,GURGAON,Kharif     ,Maize
66940,Haryana,GURGAON,Kharif     ,Moong(Green Gram)
66941,Haryana,GURGAON,Kharif     ,Rice
66942,Haryana,GURGAON,Kharif     ,Sesamum
66943,Haryana,GURGAON,Kharif     ,Urad
66944,Haryana,GURGAON,Rabi       ,Barley
66945,Haryana,GURGAON,Rabi       ,Gram
66946,Haryana,GURGAON,Rabi       ,Masoor
66947,Haryana,GURGAON,Rabi       ,Rapeseed &Mustard
66948,Haryana,GURGAON,Rabi       ,Wheat
66949,Haryana,GURGAON,Whole Year ,Dry chillies
66950,Haryana,GURGAON,Whole Year ,Onion
66951,Haryana,GURGAON,Whole Year ,Sannhamp
66952,Haryana,GURGAON,Whole Year ,Sugarcane
66953,Haryana,GURGAON,Whole Year ,Sweet potato
66954,Haryana,GURGAON,Kharif     ,Arhar/Tur
66955,Haryana,GURGAON,Kharif     ,Bajra
66956,Haryana,GURGAON,Kharif     ,Cotton(lint)
66957,Haryana,GURGAON,Kharif     ,Groundnut
66958,Haryana,GURGAON,Kharif     ,Jowar
66959,Haryana,GURGAON,Kharif     ,Maize
66960,Haryana,GURGAON,Kharif     ,Moong(Green Gram)
66961,Haryana,GURGAON,Kharif     ,Rice
66962,Haryana,GURGAON,Kharif     ,Sesamum
66963,Haryana,GURGAON,Rabi       ,Barley
66964,Haryana,GURGAON,Rabi       ,Gram
66965,Haryana,GURGAON,Rabi       ,Rapeseed &Mustard
66966,Haryana,GURGAON,Rabi       ,Wheat
66967,Haryana,GURGAON,Whole Year ,Dry chillies
66968,Haryana,GURGAON,Whole Year ,Onion
66969,Haryana,GURGAON,Whole Year ,Sannhamp
66970,Haryana,GURGAON,Whole Year ,Sugarcane
66971,Haryana,GURGAON,Whole Year ,Sweet potato
66972,Haryana,GURGAON,Kharif     ,Arhar/Tur
66973,Haryana,GURGAON,Kharif     ,Bajra
66974,Haryana,GURGAON,Kharif     ,Cotton(lint)
66975,Haryana,GURGAON,Kharif     ,Groundnut
66976,Haryana,GURGAON,Kharif     ,Jowar
66977,Haryana,GURGAON,Kharif     ,Maize
66978,Haryana,GURGAON,Kharif     ,Moong(Green Gram)
66979,Haryana,GURGAON,Kharif     ,Rice
66980,Haryana,GURGAON,Kharif     ,Sesamum
66981,Haryana,GURGAON,Rabi       ,Barley
66982,Haryana,GURGAON,Rabi       ,Gram
66983,Haryana,GURGAON,Rabi       ,Rapeseed &Mustard
66984,Haryana,GURGAON,Rabi       ,Wheat
66985,Haryana,GURGAON,Whole Year ,Dry chillies
66986,Haryana,GURGAON,Whole Year ,Onion
66987,Haryana,GURGAON,Whole Year ,Potato
66988,Haryana,GURGAON,Whole Year ,Sugarcane
66989,Haryana,GURGAON,Whole Year ,Sweet potato
66990,Haryana,GURGAON,Kharif     ,Arhar/Tur
66991,Haryana,GURGAON,Kharif     ,Bajra
66992,Haryana,GURGAON,Kharif     ,Cotton(lint)
66993,Haryana,GURGAON,Kharif     ,Groundnut
66994,Haryana,GURGAON,Kharif     ,Jowar
66995,Haryana,GURGAON,Kharif     ,Maize
66996,Haryana,GURGAON,Kharif     ,Moong(Green Gram)
66997,Haryana,GURGAON,Kharif     ,Rice
66998,Haryana,GURGAON,Kharif     ,Sesamum
66999,Haryana,GURGAON,Rabi       ,Barley
67000,Haryana,GURGAON,Rabi       ,Gram
67001,Haryana,GURGAON,Rabi       ,Rapeseed &Mustard
67002,Haryana,GURGAON,Rabi       ,Wheat
67003,Haryana,GURGAON,Whole Year ,Onion
67004,Haryana,GURGAON,Whole Year ,Sugarcane
67005,Haryana,GURGAON,Whole Year ,Sweet potato
67006,Haryana,GURGAON,Kharif     ,Arhar/Tur
67007,Haryana,GURGAON,Kharif     ,Bajra
67008,Haryana,GURGAON,Kharif     ,Cotton(lint)
67009,Haryana,GURGAON,Kharif     ,Groundnut
67010,Haryana,GURGAON,Kharif     ,Jowar
67011,Haryana,GURGAON,Kharif     ,Maize
67012,Haryana,GURGAON,Kharif     ,Moong(Green Gram)
67013,Haryana,GURGAON,Kharif     ,Rice
67014,Haryana,GURGAON,Kharif     ,Sesamum
67015,Haryana,GURGAON,Rabi       ,Barley
67016,Haryana,GURGAON,Rabi       ,Gram
67017,Haryana,GURGAON,Rabi       ,Rapeseed &Mustard
67018,Haryana,GURGAON,Rabi       ,Wheat
67019,Haryana,GURGAON,Whole Year ,Sugarcane
67020,Haryana,GURGAON,Whole Year ,Sweet potato
67021,Haryana,GURGAON,Kharif     ,Arhar/Tur
67022,Haryana,GURGAON,Kharif     ,Bajra
67023,Haryana,GURGAON,Kharif     ,Cotton(lint)
67024,Haryana,GURGAON,Kharif     ,Groundnut
67025,Haryana,GURGAON,Kharif     ,Jowar
67026,Haryana,GURGAON,Kharif     ,Maize
67027,Haryana,GURGAON,Kharif     ,Moong(Green Gram)
67028,Haryana,GURGAON,Kharif     ,Rice
67029,Haryana,GURGAON,Kharif     ,Sesamum
67030,Haryana,GURGAON,Rabi       ,Barley
67031,Haryana,GURGAON,Rabi       ,Gram
67032,Haryana,GURGAON,Rabi       ,Wheat
67033,Haryana,GURGAON,Whole Year ,Dry chillies
67034,Haryana,GURGAON,Whole Year ,Onion
67035,Haryana,GURGAON,Whole Year ,Sugarcane
67036,Haryana,GURGAON,Whole Year ,Sweet potato
67037,Haryana,GURGAON,Kharif     ,Arhar/Tur
67038,Haryana,GURGAON,Kharif     ,Bajra
67039,Haryana,GURGAON,Kharif     ,Cotton(lint)
67040,Haryana,GURGAON,Kharif     ,Groundnut
67041,Haryana,GURGAON,Kharif     ,Jowar
67042,Haryana,GURGAON,Kharif     ,Maize
67043,Haryana,GURGAON,Kharif     ,Moong(Green Gram)
67044,Haryana,GURGAON,Kharif     ,Rice
67045,Haryana,GURGAON,Kharif     ,Sesamum
67046,Haryana,GURGAON,Rabi       ,Barley
67047,Haryana,GURGAON,Rabi       ,Gram
67048,Haryana,GURGAON,Rabi       ,Masoor
67049,Haryana,GURGAON,Rabi       ,Peas & beans (Pulses)
67050,Haryana,GURGAON,Rabi       ,Rapeseed &Mustard
67051,Haryana,GURGAON,Rabi       ,Wheat
67052,Haryana,GURGAON,Whole Year ,Dry chillies
67053,Haryana,GURGAON,Whole Year ,Onion
67054,Haryana,GURGAON,Whole Year ,Potato
67055,Haryana,GURGAON,Whole Year ,Sannhamp
67056,Haryana,GURGAON,Whole Year ,Sugarcane
67057,Haryana,GURGAON,Whole Year ,Sweet potato
67058,Haryana,GURGAON,Kharif     ,Arhar/Tur
67059,Haryana,GURGAON,Kharif     ,Bajra
67060,Haryana,GURGAON,Kharif     ,Groundnut
67061,Haryana,GURGAON,Kharif     ,Jowar
67062,Haryana,GURGAON,Kharif     ,Maize
67063,Haryana,GURGAON,Kharif     ,Rice
67064,Haryana,GURGAON,Kharif     ,Sesamum
67065,Haryana,GURGAON,Rabi       ,Barley
67066,Haryana,GURGAON,Rabi       ,Rapeseed &Mustard
67067,Haryana,GURGAON,Rabi       ,Wheat
67068,Haryana,GURGAON,Whole Year ,Onion
67069,Haryana,GURGAON,Whole Year ,Potato
67070,Haryana,GURGAON,Whole Year ,Sugarcane
67071,Haryana,GURGAON,Whole Year ,Sweet potato
67072,Haryana,GURGAON,Kharif     ,Arhar/Tur
67073,Haryana,GURGAON,Kharif     ,Bajra
67074,Haryana,GURGAON,Kharif     ,Cotton(lint)
67075,Haryana,GURGAON,Kharif     ,Groundnut
67076,Haryana,GURGAON,Kharif     ,Jowar
67077,Haryana,GURGAON,Kharif     ,Moong(Green Gram)
67078,Haryana,GURGAON,Kharif     ,Rice
67079,Haryana,GURGAON,Kharif     ,Sesamum
67080,Haryana,GURGAON,Rabi       ,Barley
67081,Haryana,GURGAON,Rabi       ,Rapeseed &Mustard
67082,Haryana,GURGAON,Rabi       ,Wheat
67083,Haryana,GURGAON,Whole Year ,Guar seed
67084,Haryana,GURGAON,Whole Year ,Sugarcane
67085,Haryana,GURGAON,Whole Year ,Sweet potato
67086,Haryana,HISAR,Kharif     ,Bajra
67087,Haryana,HISAR,Kharif     ,Gram
67088,Haryana,HISAR,Kharif     ,Other Kharif pulses
67089,Haryana,HISAR,Kharif     ,Rice
67090,Haryana,HISAR,Rabi       ,Barley
67091,Haryana,HISAR,Rabi       ,Other  Rabi pulses
67092,Haryana,HISAR,Rabi       ,Wheat
67093,Haryana,HISAR,Whole Year ,Cotton(lint)
67094,Haryana,HISAR,Whole Year ,Sugarcane
67095,Haryana,HISAR,Kharif     ,Arhar/Tur
67096,Haryana,HISAR,Kharif     ,Bajra
67097,Haryana,HISAR,Kharif     ,Cotton(lint)
67098,Haryana,HISAR,Kharif     ,Groundnut
67099,Haryana,HISAR,Kharif     ,Maize
67100,Haryana,HISAR,Kharif     ,Moong(Green Gram)
67101,Haryana,HISAR,Kharif     ,Rice
67102,Haryana,HISAR,Kharif     ,Sesamum
67103,Haryana,HISAR,Rabi       ,Barley
67104,Haryana,HISAR,Rabi       ,Gram
67105,Haryana,HISAR,Rabi       ,Peas & beans (Pulses)
67106,Haryana,HISAR,Rabi       ,Rapeseed &Mustard
67107,Haryana,HISAR,Rabi       ,Wheat
67108,Haryana,HISAR,Whole Year ,Dry chillies
67109,Haryana,HISAR,Whole Year ,Onion
67110,Haryana,HISAR,Whole Year ,Potato
67111,Haryana,HISAR,Whole Year ,Sannhamp
67112,Haryana,HISAR,Whole Year ,Sugarcane
